ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
hsa04080	Neuroactive ligand-receptor interaction	149	-0.457743073621926	-1.57367244954773	0.0126247030600909	0.324173364139995	0.299295608173944	1929	tags=31%, list=12%, signal=28%	130576/2859/5340/6013/183/5645/4922/399967/3357/7068/2742/4157/1131/3352/6019/79957/79924/256933/9340/151/2561/2917/147/4543/2556/2906/1909/57152/2900/5746/2847/80763/885/432355/5646/1143/2894/100506013/796/170589/7425/5733/10886/2890/51083/1128
hsa04060	Cytokine-cytokine receptor interaction	183	-0.431038032608201	-1.52648730659607	0.0145766055193624	0.347894985062117	0.321196781268759	1603	tags=23%, list=10%, signal=21%	4982/56477/51330/85480/10673/9235/8784/8718/8797/6367/27189/3569/64109/133396/8740/285613/3598/51561/2921/9547/3581/1436/4283/6361/3604/94/8771/6374/55540/3575/29949/6347/3626/3627/6358/7850/11009/970/10563/6373/4803/9173
hsa04670	Leukocyte transendothelial migration	98	0.437293825853232	1.52893798240021	0.0157865782470144	0.353224688276948	0.326117471681745	3291	tags=31%, list=20%, signal=25%	5579/11069/110117499/4318/3683/1536/3676/29119/5175/9080/1496/653361/3689/83700/6494/1432/83692/3688/5290/2771/23562/10411/5335/90952/3383/10686/5880/4267/5295/5296
hsa04929	GnRH secretion	48	0.565132524229559	1.75364954201469	0.0190572898573753	0.366150860485525	0.338051661841972	1636	tags=25%, list=10%, signal=23%	84634/5579/110117499/3814/6696/3767/2852/3783/57657/2550/7220/3780
hsa04216	Ferroptosis	40	0.566407327902352	1.68222777456755	0.0204011283157896	0.366150860485525	0.338051661841972	819	tags=18%, list=5%, signal=17%	7018/2512/1536/3162/2495/1356/246
hsa00910	Nitrogen metabolism	13	0.728730476009534	1.66257139550281	0.0226337840064022	0.366150860485525	0.338051661841972	947	tags=23%, list=6%, signal=22%	768/1373/771
hsa04972	Pancreatic secretion	65	-0.518658841821445	-1.61402043388005	0.0300694000268444	0.366150860485525	0.338051661841972	1613	tags=23%, list=10%, signal=21%	5645/277/50487/1131/3709/9635/492/3778/107/111/885/5646/22802/486/478
hsa00340	Histidine metabolism	17	0.655352145533	1.58684054830442	0.0220108912684202	0.366150860485525	0.338051661841972	2104	tags=35%, list=13%, signal=31%	144193/218/443/57571/501/3067
hsa05330	Allograft rejection	23	-0.633081825068577	-1.58564944880522	0.0283419889715685	0.366150860485525	0.338051661841972	2065	tags=58%, list=12%, signal=51%	3117/3127/3112/3113/3123/942/3108/3134/3115/3117/3122/3111/3109/3120
hsa00190	Oxidative phosphorylation	127	-0.467503963288956	-1.57622940818974	0.0191468949015918	0.366150860485525	0.338051661841972	3852	tags=45%, list=23%, signal=35%	4716/4728/1340/4696/4695/4718/125965/4729/29796/4712/4701/4722/4726/4708/513/4694/522/1337/4697/539/4704/4707/533/54205/4714/4717/51079/4715/1537/10632/155066/4713/9551/516/341947/4700/126328/1347/1349/27089/10975/100532726/4537/4512/4539/525/4540/245972/4514/4509/4538/4519/4513/4535/4508/4536/4541
hsa01230	Biosynthesis of amino acids	63	0.464134235733072	1.49657561648994	0.0298843595362314	0.366150860485525	0.338051661841972	1392	tags=27%, list=8%, signal=25%	230/2026/226/5214/2597/2875/1373/7086/5211/5230/102724560/7167/5315/3418/5223/26227/5213
hsa04657	IL-17 signaling pathway	83	-0.458663456530074	-1.46469339375206	0.0287898627716325	0.366150860485525	0.338051661841972	2490	tags=30%, list=15%, signal=25%	4790/53342/6280/2354/4322/6300/727897/9618/5600/1673/27189/3569/8061/6279/2921/6361/4586/4314/6374/55540/6278/6347/3627/1673/338324
hsa04024	cAMP signaling pathway	155	-0.419069943571742	-1.45516995741063	0.0230431961492075	0.366150860485525	0.338051661841972	1108	tags=14%, list=7%, signal=13%	3352/64091/10021/2867/627/51806/9586/2906/492/1909/107/111/814/170589/5733/486/5142/2890/1128/2735/478
hsa04020	Calcium signaling pathway	171	-0.413359328584173	-1.45482055780279	0.0296617718350453	0.366150860485525	0.338051661841972	1225	tags=16%, list=7%, signal=15%	55283/1131/255231/4773/5137/3709/84812/5156/147/51806/2260/8877/2906/6263/492/1909/107/5979/773/814/3706/4843/5733/6546/777/2247/4803/1128
hsa04068	FoxO signaling pathway	122	0.396245980188498	1.40769853494672	0.0269212028334857	0.366150860485525	0.338051661841972	3668	tags=36%, list=22%, signal=28%	116986/110117499/8698/664/1950/5347/114907/1901/23710/1017/10733/102800317/9133/10365/7046/5728/847/901/1432/1026/85417/5894/4303/2911/673/5290/100132074/1030/6655/3845/7040/1032/6654/5934/5604/6789/5295/5296/11067/5602/2309/891/5896/9456
hsa05016	Huntington disease	279	-0.363412497593372	-1.34412507842964	0.0289128087670708	0.366150860485525	0.338051661841972	3752	tags=33%, list=23%, signal=26%	1340/6506/55102/4696/1175/11258/5688/581/5719/4695/4718/125965/4729/1767/5715/29796/55062/84790/5437/2033/4712/5687/4701/4722/4726/84617/4708/3065/513/4694/522/5704/1337/5438/5436/5714/27113/4697/539/4704/81027/4707/54205/4714/4717/51079/5468/4715/5332/1537/2876/1387/6507/5441/4713/6874/5691/516/3092/548644/6804/341947/4700/5435/126328/6875/1347/1349/90993/27089/148327/10975/100532726/4537/627/4512/4539/9001/4540/4514/9586/4509/4538/4519/4513/4535/4508/4536/4541/10891/2890
hsa04510	Focal adhesion	177	0.355534833555363	1.33356232981465	0.0306830330015803	0.366150860485525	0.338051661841972	1851	tags=18%, list=11%, signal=16%	2321/5228/5579/8516/110117499/3791/2335/7060/6696/3676/1950/5155/1291/1299/91807/3679/4638/1277/3913/8515/5881/3915/7148/7423/3918/1298/284217/4660/1278/53358/3678/5728
hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	19	-0.658929582196942	-1.59384577273743	0.0426807187206553	0.381532371636281	0.352252762992626	451	tags=11%, list=3%, signal=10%	64131/9956
hsa04976	Bile secretion	56	-0.506959504434391	-1.52935301608177	0.0376506292551641	0.381532371636281	0.352252762992626	994	tags=20%, list=6%, signal=19%	7367/28234/54576/54577/107/9429/10941/111/486/574537/478
hsa04260	Cardiac muscle contraction	58	-0.50077943752147	-1.52622684401714	0.0351820998932987	0.381532371636281	0.352252762992626	1631	tags=22%, list=10%, signal=20%	341947/1347/1349/27089/10975/4512/4634/4514/4519/4513/486/6546/478
hsa03050	Proteasome	43	-0.529535929741188	-1.51637266771807	0.0398285890888069	0.381532371636281	0.352252762992626	6415	tags=65%, list=39%, signal=40%	5693/5685/5700/5690/10197/51371/9491/5683/10213/5706/5686/5692/5720/5695/5689/23198/5694/5688/5719/5715/5687/5704/5721/5714/5696/5699/5698/5691
hsa04061	Viral protein interaction with cytokine and cytokine receptor	56	-0.499952348197981	-1.50821441343093	0.0427730895651518	0.381532371636281	0.352252762992626	1213	tags=30%, list=7%, signal=28%	8797/6367/3569/8740/2921/9547/1436/4283/6361/6374/29949/6347/3627/6358/11009/10563/6373
hsa00140	Steroid hormone biosynthesis	43	-0.523184767188313	-1.49818555564029	0.043859649122807	0.381532371636281	0.352252762992626	1492	tags=30%, list=9%, signal=28%	7366/54658/7923/1571/7367/54576/3291/54577/3290/10941/6718/574537/1551
hsa04672	Intestinal immune network for IgA production	32	-0.546216467493421	-1.48126991666393	0.0449050086355786	0.381532371636281	0.352252762992626	2065	tags=58%, list=12%, signal=51%	3117/3127/3112/3113/3123/56477/942/3108/10673/3115/3695/3117/3569/3122/9020/29851/3111/3109/3120
hsa05150	Staphylococcus aureus infection	52	-0.484112356700872	-1.44239252573585	0.0433275563258232	0.381532371636281	0.352252762992626	2105	tags=43%, list=13%, signal=37%	3858/3117/3127/3875/3112/5340/1673/3113/3123/3108/3115/3860/3117/3122/1672/3111/3861/3109/3120/6403/1673/3885/54474
hsa04750	Inflammatory mediator regulation of TRP channels	85	-0.441870318316745	-1.41059767123674	0.042483660130719	0.381532371636281	0.352252762992626	2384	tags=24%, list=14%, signal=20%	5336/5332/108/6300/1573/8398/5600/41/3357/5608/51393/3709/9311/51806/107/8605/111/239/4803/100137049
hsa04724	Glutamatergic synapse	83	-0.440375229290479	-1.40629186810203	0.0458265139116203	0.381532371636281	0.352252762992626	914	tags=13%, list=6%, signal=13%	3709/2788/2917/2906/107/8605/773/2900/111/2890/100137049
hsa04390	Hippo signaling pathway	147	0.378044026122003	1.38586405818562	0.0377042318464394	0.381532371636281	0.352252762992626	2728	tags=24%, list=16%, signal=21%	7475/85407/5054/29119/23418/353500/11211/1740/1742/7479/8325/1496/81029/89780/80326/3689/6932/102800317/8994/655/8463/3397/4771/7046/5521/7473/2246/6788/332/60485/10207/650/166824/8200/7040/1490
hsa04071	Sphingolipid signaling pathway	114	0.387249585539682	1.35905269777246	0.0416496136896027	0.381532371636281	0.352252762992626	4140	tags=32%, list=25%, signal=25%	56624/5579/110117499/10715/8698/1901/204219/7124/5881/5337/5521/9294/5728/1509/1432/2534/4217/5894/5528/5523/5290/3845/2771/53637/5880/5604/5295/5296/5602/81537/7132/23236/5330/5582/5338/5525/387
hsa04360	Axon guidance	162	0.362572538719711	1.35320817745881	0.042473193621318	0.381532371636281	0.352252762992626	3354	tags=30%, list=20%, signal=24%	110117499/57556/84628/64221/5727/4776/3897/816/1944/81029/10500/6405/5365/2047/5881/7869/8482/655/7220/10509/1949/1808/2051/55558/2050/2534/6586/5894/3688/5290/1942/3845/10512/2042/25791/5921/2771/6608/5335/91653/57522/1943/5880/54437/2048/5295/5296/5534
hsa05322	Systemic lupus erythematosus	75	-0.472555587990386	-1.49375807933929	0.0491079539223518	0.397907813010788	0.367371518039951	2212	tags=32%, list=13%, signal=27%	8360/3117/3127/3112/8370/3113/3123/942/3108/3115/8329/8363/3117/3122/8367/554313/3012/3111/8365/121504/3109/733/3120/8362
hsa00591	Linoleic acid metabolism	18	-0.617023507613811	-1.47693064498169	0.0507246376811594	0.397907813010788	0.367371518039951	2149	tags=39%, list=13%, signal=34%	1576/1573/8398/50487/1571/8605/100137049
hsa05169	Epstein-Barr virus infection	179	-0.368795016628203	-1.30675400781862	0.0511278195488722	0.397907813010788	0.367371518039951	3350	tags=29%, list=20%, signal=24%	898/7128/5606/10018/965/3065/9641/10912/4793/5704/5714/1869/6891/4790/54205/5336/1019/7431/637/6300/377841/3117/5971/3127/3112/23586/29760/5600/3113/10000/3123/4616/3108/3134/3115/596/4939/3665/5608/3117/3569/595/3122/4938/4609/9020/9134/4940/3111/3109/3120/3627/9636
hsa00983	Drug metabolism - other enzymes	65	-0.477361011866124	-1.48550524036921	0.0644985905149813	0.452754811850261	0.418009441108445	2149	tags=26%, list=13%, signal=23%	1576/654364/9446/7366/2940/54658/4830/1571/7498/7367/7378/1548/54576/54577/151531/10941/574537
hsa03320	PPAR signaling pathway	56	0.444481994837291	1.41947404454181	0.0619498337062358	0.452754811850261	0.418009441108445	3164	tags=39%, list=19%, signal=32%	51129/4973/1593/10580/9415/8309/335/123/4199/1962/33/23205/5465/6319/126129/2180/8310/4312/376497/11001/6256/2171
hsa04924	Renin secretion	52	-0.468793418379011	-1.39675038950071	0.0623916811091854	0.452754811850261	0.418009441108445	2581	tags=31%, list=16%, signal=26%	84876/5972/5136/5332/5593/183/5137/3709/1636/51806/2977/9635/1909/3778/111/22802
hsa04925	Aldosterone synthesis and secretion	71	-0.439086362827369	-1.37400968531482	0.0633561643835616	0.452754811850261	0.418009441108445	1826	tags=20%, list=11%, signal=18%	183/468/747/90993/148327/3709/51806/9586/492/107/111/814/3777/478
hsa05200	Pathways in cancer	448	0.286347494910185	1.1825495071718	0.0600224884835196	0.452754811850261	0.418009441108445	3363	tags=27%, list=20%, signal=22%	23604/5228/5579/112399/3481/110117499/2099/5743/54331/7475/4318/5727/2335/64399/149233/29119/1441/3595/3162/7704/1950/11211/5155/7479/1728/816/27006/6513/8325/2939/113/3560/8900/5292/1496/81029/1017/89780/3913/80326/6932/4854/2353/5881/54583/3915/7423/9915/3714/3568/3918/284217/5732/2261/6775/3460/5337/2250/7046/54567/5728/1906/2737/2956/28514/7473/2246/10023/405/1026/332/5894/3688/7296/11040/673/23566/6777/4257/5290/650/1030/6655/2778/3845/1287/7040/2771/2946/6608/808/4312/623/23462/3454/6654/4792/867/5335/51684/890/5888/3597/3912/9252/675/5880/2782/3066/6256/57449/5604/3320/6789/1438/7175/5295/26508/5296/115/5602/3455
hsa05100	Bacterial invasion of epithelial cells	76	0.426018435962296	1.44106734175358	0.0708178643395748	0.460981014553513	0.425604347456051	4270	tags=37%, list=26%, signal=27%	110117499/2335/1759/29119/9844/1496/3059/1785/53358/3678/8936/25759/1731/3688/8218/5290/79658/867/23607/5295/5296/6464/10163/1213/387/857/63916/23157
hsa04742	Taste transduction	34	-0.514547202593911	-1.40738633735692	0.0759717314487632	0.460981014553513	0.425604347456051	2451	tags=41%, list=15%, signal=35%	8645/5136/5332/6335/6340/1131/3352/10021/5137/50840/2556/773/83756/3359
hsa04971	Gastric acid secretion	56	-0.455997106905061	-1.37561391919829	0.0749574105621806	0.460981014553513	0.425604347456051	1222	tags=18%, list=7%, signal=17%	115111/1131/3773/3709/51806/389015/107/111/2520/478
hsa04730	Long-term depression	51	-0.464045218422464	-1.3684429733475	0.0759717314487632	0.460981014553513	0.425604347456051	914	tags=12%, list=6%, signal=11%	3709/2977/8605/773/2890/100137049
hsa04820	Cytoskeleton in muscle cells	178	-0.373154671304745	-1.32322889574993	0.0708087238715995	0.460981014553513	0.425604347456051	2095	tags=21%, list=13%, signal=19%	10398/7057/6645/29895/50509/1465/23345/2201/4636/3655/29765/9260/7791/3695/3672/58529/58498/64236/83660/8736/1293/4634/161176/51332/287/2274/2027/1281/3908/84665/84467/2318/27063/4703/57644/343263/58/478
hsa04270	Vascular smooth muscle contraction	101	-0.399621475939978	-1.31212514988398	0.0755627009646302	0.460981014553513	0.425604347456051	1318	tags=14%, list=8%, signal=13%	10267/50487/79924/3709/147/51806/2977/1909/3778/107/8605/111/796/100137049
hsa04350	TGF-beta signaling pathway	92	0.376256296713888	1.29973624961393	0.0742705570291777	0.460981014553513	0.425604347456051	2721	tags=25%, list=16%, signal=21%	7018/130399/3624/2331/353500/2200/7124/5933/9611/655/6498/3397/25805/26585/79875/7046/4093/3399/650/1030/8200/9765/7040
hsa05206	MicroRNAs in cancer	152	0.346205015456417	1.27735443975992	0.0741375655242648	0.460981014553513	0.425604347456051	3291	tags=29%, list=20%, signal=23%	5579/110117499/5743/1591/4318/1545/3162/7078/5155/995/1944/5292/89780/113130/4854/9759/7148/10014/4194/4082/90427/54541/2261/100532731/672/3678/5728/9493/7473/1026/5894/900/5290/6655/1942/3845/6654/5335/1943/9252/3066/5604/5295/5296
hsa04022	cGMP-PKG signaling pathway	120	-0.405254548781007	-1.36540710298083	0.0802954811012398	0.466300853563906	0.430515930664706	2270	tags=20%, list=14%, signal=17%	5332/108/8660/10398/5593/468/10000/90993/148327/4773/3709/151/147/51806/9586/2977/492/1909/3778/107/111/486/6546/478
hsa00240	Pyrimidine metabolism	53	-0.451867333160933	-1.34662634658071	0.0807560137457045	0.466300853563906	0.430515930664706	4512	tags=47%, list=27%, signal=34%	956/56953/51020/4831/4832/7372/30833/978/22978/1841/115024/1890/957/790/5167/377841/654364/79077/4907/1503/4830/7378/151531/129607/284958
hsa05230	Central carbon metabolism in cancer	60	0.414912528706373	1.33645274353069	0.0784313725490196	0.466300853563906	0.430515930664706	2649	tags=33%, list=16%, signal=28%	3948/110117499/5163/3939/5214/5211/6513/5315/9123/3418/5223/5213/2261/5728/3099/5894/8140/5290/3845/2539
hsa00561	Glycerolipid metabolism	54	0.455541636884838	1.44586430925619	0.0854139798200587	0.47418750403825	0.437797342746282	1784	tags=22%, list=11%, signal=20%	441282/1056/57016/1608/119548/150763/9162/8527/3990/1607/501/231
hsa00430	Taurine and hypotaurine metabolism	12	0.64444648086548	1.44021742632946	0.0874200426439232	0.47418750403825	0.437797342746282	2469	tags=33%, list=15%, signal=28%	2687/2328/2326/2571
hsa00053	Ascorbate and aldarate metabolism	21	-0.578361109243932	-1.4144588391177	0.0863970588235294	0.47418750403825	0.437797342746282	1779	tags=38%, list=11%, signal=34%	7366/219/54658/7367/54576/54577/10941/574537
hsa04640	Hematopoietic cell lineage	66	-0.435654240083022	-1.35380082813289	0.0851788756388416	0.47418750403825	0.437797342746282	2214	tags=34%, list=13%, signal=30%	1604/3117/3127/3112/3113/3123/3655/3108/3115/3672/3117/3569/3122/3815/921/3581/3111/1436/3109/947/3120/3575/7850
hsa05211	Renal cell carcinoma	66	0.405640332442746	1.33074081217641	0.091566265060241	0.489264520769646	0.451717317029311	3291	tags=27%, list=20%, signal=22%	112399/110117499/5155/6513/54583/9915/405/1026/5894/673/5290/6655/3845/7040/6654/5604/5295/5296
hsa00592	alpha-Linolenic acid metabolism	17	-0.593316574174427	-1.39985206322844	0.103636363636364	0.508244084682441	0.469240348692404	1246	tags=24%, list=8%, signal=22%	8398/50487/8605/100137049
hsa05204	Chemical carcinogenesis - DNA adducts	51	-0.447271817820487	-1.31897916835248	0.102473498233216	0.508244084682441	0.469240348692404	2149	tags=33%, list=13%, signal=29%	1576/1562/9446/6818/7366/2940/54658/1571/7367/1548/54576/54577/3290/445329/10941/574537/1551
hsa03420	Nucleotide excision repair	61	0.405928066679338	1.30597514598506	0.101234567901235	0.508244084682441	0.469240348692404	5	tags=2%, list=0%, signal=2%	100533467
hsa00830	Retinol metabolism	53	-0.434814911892771	-1.29580780302266	0.0979381443298969	0.508244084682441	0.469240348692404	2307	tags=32%, list=14%, signal=28%	316/1576/1562/5959/7366/112724/54658/56603/7367/127/195814/1548/54576/54577/10941/574537/1551
hsa04371	Apelin signaling pathway	113	-0.377692569118142	-1.26180257971153	0.102848101265823	0.508244084682441	0.469240348692404	1033	tags=14%, list=6%, signal=13%	595/3709/2788/4634/51806/5327/8877/6263/107/643246/111/814/10891/100506013/4843/6546
hsa05034	Alcoholism	125	-0.37208194474893	-1.2540055562794	0.103174603174603	0.508244084682441	0.469240348692404	1761	tags=18%, list=11%, signal=16%	468/8370/2030/90993/148327/8329/9734/8363/8367/554313/627/2788/3012/51806/9586/2906/8365/121504/399694/111/814/8362
hsa04650	Natural killer cell mediated cytotoxicity	82	0.400529499534693	1.37442431876544	0.106422584958764	0.508522727272727	0.469497607655502	3363	tags=35%, list=20%, signal=28%	3824/5579/110117499/3683/3135/1437/7124/3689/5881/3460/53358/25759/2534/3384/5894/673/5290/6655/3845/3454/6654/5335/3383/5880/5604/5295/5296/5534/3455
hsa00100	Steroid biosynthesis	19	0.550389040765547	1.36664873982092	0.125	0.508522727272727	0.469497607655502	266	tags=11%, list=2%, signal=10%	1591/1056
hsa04940	Type I diabetes mellitus	29	-0.514159720219408	-1.35996324965112	0.109154929577465	0.508522727272727	0.469497607655502	2065	tags=50%, list=12%, signal=44%	3117/3127/3112/3113/3123/942/5799/3108/3134/3115/3117/3122/3111/3109/3120
hsa00250	Alanine, aspartate and glutamate metabolism	33	0.469057565330315	1.32424488376116	0.108545034642032	0.508522727272727	0.469497607655502	746	tags=21%, list=4%, signal=20%	122622/443/2875/1373/189/9945/284716
hsa04961	Endocrine and other factor-regulated calcium reabsorption	41	-0.468655389238242	-1.32399942902187	0.113835376532399	0.508522727272727	0.469497607655502	657	tags=12%, list=4%, signal=12%	793/492/486/6546/478
hsa00980	Metabolism of xenobiotics by cytochrome P450	57	-0.428337584456889	-1.29807092903004	0.116554054054054	0.508522727272727	0.469497607655502	2190	tags=32%, list=13%, signal=28%	1572/1576/9446/7366/2940/1565/54658/1571/7367/27294/127/1548/54576/54577/3290/10941/22977/574537
hsa00982	Drug metabolism - cytochrome P450	52	-0.428849247175045	-1.27773840149042	0.124783362218371	0.508522727272727	0.469497607655502	2307	tags=29%, list=14%, signal=25%	316/1576/9446/7366/2940/1565/54658/1571/7367/127/1548/54576/54577/10941/574537
hsa05416	Viral myocarditis	54	-0.427214697113027	-1.27773002001348	0.120481927710843	0.508522727272727	0.469497607655502	2449	tags=36%, list=15%, signal=31%	54205/637/1604/3117/6645/3127/3112/3113/3123/942/3108/3134/3115/3117/595/3122/3111/3109/3120/3908
hsa04512	ECM-receptor interaction	68	0.376636421415922	1.25332740168674	0.115942028985507	0.508522727272727	0.469497607655502	2335	tags=37%, list=14%, signal=32%	8516/2335/7060/6696/3676/1291/1299/3679/255743/1277/3913/8515/3161/3915/7148/3918/1298/284217/1278/3678/2815/6382/341640/1311/3688
hsa04914	Progesterone-mediated oocyte maturation	85	0.359319801802591	1.23529018780428	0.117948717948718	0.508522727272727	0.469497607655502	3518	tags=35%, list=21%, signal=28%	110117499/5347/64506/995/113/8900/1017/9133/699/9088/983/1432/27330/85417/5894/673/5290/64682/3845/3835/2771/4085/890/5604/3320/5295/5296/115/5602/891
hsa04261	Adrenergic signaling in cardiomyocytes	114	-0.365507969228785	-1.22674900496894	0.124804992199688	0.508522727272727	0.469497607655502	2335	tags=19%, list=14%, signal=17%	7168/5332/108/6300/183/468/5600/10000/90993/148327/596/64091/4634/147/51806/9586/492/107/111/486/6546/478
hsa04550	Signaling pathways regulating pluripotency of stem cells	123	0.337794005446784	1.2077655923268	0.112600536193029	0.508522727272727	0.469497607655502	2373	tags=24%, list=14%, signal=20%	110117499/7475/130399/5460/3624/11211/7479/8325/8820/64211/3198/81029/89780/80326/6932/4211/3976/6498/3397/5462/2261/100532731/4093/1432/7473/3977/1852/5894/3399
hsa04150	mTOR signaling pathway	149	0.327101019915732	1.20353166324605	0.116847826086957	0.508522727272727	0.469497607655502	4332	tags=31%, list=26%, signal=23%	5579/110117499/7475/11211/9706/7479/8325/7124/81029/8408/89780/80326/2887/58528/54541/1975/5728/7473/27330/5894/8140/673/5290/6655/9681/3845/6654/534/57600/5604/729438/5295/5296/79899/10325/51606/7132/54361/5582/51382/5563/387/7482/81617/9675/7248
hsa05012	Parkinson disease	243	-0.329960356987001	-1.20329698582261	0.112068965517241	0.508522727272727	0.469497607655502	3593	tags=29%, list=22%, signal=23%	5688/581/5719/4695/810/4718/125965/118424/1965/7314/4729/5715/29796/84790/6622/4712/5687/4701/4722/4726/84617/4708/513/4694/522/5704/23516/1337/5714/4697/539/4704/81027/4707/54205/4714/4717/51079/9246/4715/1537/4713/5691/468/516/341947/4700/126328/1347/1349/27089/10975/100532726/4537/3709/4512/4539/51806/4540/4514/6263/4509/4538/4519/4513/4535/4508/4536/111/1649/4541
hsa05225	Hepatocellular carcinoma	155	0.320029407365444	1.18646582898595	0.123595505617978	0.508522727272727	0.469497607655502	2933	tags=22%, list=18%, signal=18%	5579/3481/110117499/7475/3162/11211/7479/1728/8325/2939/81029/89780/6604/80326/6932/7046/53358/5728/25759/7473/10023/1026/5894/7296/673/4257/55274/5290/6655/3845/7040/2946/6654/5335
hsa04744	Phototransduction	18	0.559168946282992	1.36565975243452	0.128888888888889	0.518451935081149	0.47866482686116	1225	tags=33%, list=7%, signal=31%	1258/1259/5148/8787/2986/2979
hsa04977	Vitamin digestion and absorption	21	0.521793482229823	1.33886766179903	0.135371179039301	0.523096641886696	0.482953088951551	3093	tags=43%, list=19%, signal=35%	338/158835/949/335/151056/6573/25974/686/55788
hsa00270	Cysteine and methionine metabolism	45	0.411092199396221	1.25894020154965	0.135632183908046	0.523096641886696	0.482953088951551	1691	tags=22%, list=10%, signal=20%	3948/883/3939/102724560/6898/883/10768/635/26227/2730
hsa04911	Insulin secretion	57	-0.41260200479378	-1.25038447971223	0.136824324324324	0.523096641886696	0.482953088951551	2270	tags=26%, list=14%, signal=23%	5332/108/27445/468/6804/90993/148327/1131/9586/3778/107/111/885/486/478
hsa05412	Arrhythmogenic right ventricular cardiomyopathy	62	0.379667121442952	1.22943247220142	0.137349397590361	0.523096641886696	0.482953088951551	2825	tags=35%, list=17%, signal=30%	8516/3676/29119/786/1496/3679/781/55799/6932/8515/1824/93589/6640/284217/8082/3678/785/3688/784/2697/1756/3694
